"Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","HPMR.Ligand","HPMR.Receptor","PMID.Manual","Pair.Source","Pair.Evidence"
"Bdnf_Sort1","Bdnf","brain-derived neurotrophic factor","Sort1","sortilin 1","","","","HPRD","STRING.binding","STRING.experiment","BDNF","SORT1","","novel","literature supported"
"Bgn_Ly96","Bgn","biglycan","Ly96","lymphocyte antigen 96","","","","","STRING.binding","","","LY96","","novel","putative"
"Bgn_Tlr1","Bgn","biglycan","Tlr1","toll-like receptor 1","","","","","STRING.binding","","","TLR1","","novel","putative"
"Bgn_Tlr2","Bgn","biglycan","Tlr2","toll-like receptor 2","","","","","STRING.binding","","","TLR2","16025156","novel","literature supported"
"Bgn_Tlr4","Bgn","biglycan","Tlr4","toll-like receptor 4","","","","","STRING.binding","","","TLR4","16025156","novel","literature supported"
"Bmp10_Acvr1","Bmp10","bone morphogenetic protein 10","Acvr1","activin A receptor, type I","DLRP","","","","","","BMP10","ACVR1","","known","putative"
"Bmp10_Acvr2a","Bmp10","bone morphogenetic protein 10","Acvr2a","activin A receptor, type IIA","DLRP","HPMR","","","","","BMP10","ACVR2A","","known","literature supported"
"Bmp10_Acvr2b","Bmp10","bone morphogenetic protein 10","Acvr2b","activin A receptor, type IIB","DLRP","","","","","","BMP10","ACVR2B","","known","putative"
"Bmp10_Acvrl1","Bmp10","bone morphogenetic protein 10","Acvrl1","activin A receptor type II-like 1","","HPMR","","","","","BMP10","ACVRL1","","known","literature supported"
"Bmp10_Bmpr1a","Bmp10","bone morphogenetic protein 10","Bmpr1a","bone morphogenetic protein receptor, type IA","DLRP","HPMR","","","","","BMP10","BMPR1A","","known","literature supported"
"Bmp10_Bmpr1b","Bmp10","bone morphogenetic protein 10","Bmpr1b","bone morphogenetic protein receptor, type IB","DLRP","","","","","","BMP10","BMPR1B","16049014","known","literature supported"
"Bmp10_Bmpr2","Bmp10","bone morphogenetic protein 10","Bmpr2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","DLRP","HPMR","","","","","BMP10","BMPR2","","known","literature supported"
"Bmp10_Eng","Bmp10","bone morphogenetic protein 10","Eng","endoglin","","","","","","","","","21737454","novel","literature supported"
"Bmp15_Acvr1","Bmp15","bone morphogenetic protein 15","Acvr1","activin A receptor, type I","DLRP","","","","","","BMP15","ACVR1","","known","putative"
"Bmp15_Acvr2a","Bmp15","bone morphogenetic protein 15","Acvr2a","activin A receptor, type IIA","DLRP","","","","","","BMP15","ACVR2A","2419820","known","literature supported"
"Bmp15_Acvr2b","Bmp15","bone morphogenetic protein 15","Acvr2b","activin A receptor, type IIB","DLRP","","","","","","BMP15","ACVR2B","","known","putative"
"Bmp15_Bmpr1a","Bmp15","bone morphogenetic protein 15","Bmpr1a","bone morphogenetic protein receptor, type IA","DLRP","","","","","","BMP15","BMPR1A","2419820","known","literature supported"
"Bmp15_Bmpr1b","Bmp15","bone morphogenetic protein 15","Bmpr1b","bone morphogenetic protein receptor, type IB","DLRP","HPMR","","HPRD","STRING.binding","","BMP15","BMPR1B","","known","literature supported"
"Bmp15_Bmpr2","Bmp15","bone morphogenetic protein 15","Bmpr2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","DLRP","HPMR","","","STRING.binding","","BMP15","BMPR2","","known","literature supported"
"Bmp2_Acvr1","Bmp2","bone morphogenetic protein 2","Acvr1","activin A receptor, type I","DLRP","","","HPRD","","","BMP2","ACVR1","","known","literature supported"
"Bmp2_Acvr2a","Bmp2","bone morphogenetic protein 2","Acvr2a","activin A receptor, type IIA","DLRP","","","","STRING.binding","","BMP2","ACVR2A","21702718","known","literature supported"
"Bmp2_Acvr2b","Bmp2","bone morphogenetic protein 2","Acvr2b","activin A receptor, type IIB","DLRP","","","HPRD","STRING.binding","STRING.experiment","BMP2","ACVR2B","","known","literature supported"
"Bmp2_Bmpr1a","Bmp2","bone morphogenetic protein 2","Bmpr1a","bone morphogenetic protein receptor, type IA","DLRP","HPMR","","HPRD","","","BMP2","BMPR1A","","known","literature supported"
"Bmp2_Bmpr1b","Bmp2","bone morphogenetic protein 2","Bmpr1b","bone morphogenetic protein receptor, type IB","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","BMP2","BMPR1B","","known","literature supported"
"Bmp2_Bmpr2","Bmp2","bone morphogenetic protein 2","Bmpr2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","BMP2","BMPR2","","known","literature supported"
"Bmp2_Eng","Bmp2","bone morphogenetic protein 2","Eng","endoglin","","","","HPRD","STRING.binding","","BMP2","ENG","","novel","literature supported"
"Bmp2_HFE2","Bmp2","bone morphogenetic protein 2","HFE2","hemochromatosis type 2 (juvenile)","","","","","STRING.binding","","BMP2","","18287331","novel","literature supported"
"Bmp3_Acvr1","Bmp3","bone morphogenetic protein 3","Acvr1","activin A receptor, type I","DLRP","","","","","","","ACVR1","","known","putative"
"Bmp3_Acvr2a","Bmp3","bone morphogenetic protein 3","Acvr2a","activin A receptor, type IIA","DLRP","","","","STRING.binding","","","ACVR2A","","known","putative"
"Bmp3_Acvr2b","Bmp3","bone morphogenetic protein 3","Acvr2b","activin A receptor, type IIB","DLRP","","","","","","","ACVR2B","22074949","known","literature supported"
"Bmp3_Bmpr1a","Bmp3","bone morphogenetic protein 3","Bmpr1a","bone morphogenetic protein receptor, type IA","DLRP","","","","","","","BMPR1A","","known","putative"
"Bmp3_Bmpr1b","Bmp3","bone morphogenetic protein 3","Bmpr1b","bone morphogenetic protein receptor, type IB","DLRP","","","","","","","BMPR1B","","known","putative"
"Bmp3_Bmpr2","Bmp3","bone morphogenetic protein 3","Bmpr2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","DLRP","","","","","","","BMPR2","","known","putative"
"Bmp4_Acvr1","Bmp4","bone morphogenetic protein 4","Acvr1","activin A receptor, type I","DLRP","","","","","","BMP4","ACVR1","","known","putative"
"Bmp4_Acvr2a","Bmp4","bone morphogenetic protein 4","Acvr2a","activin A receptor, type IIA","DLRP","","","","","","BMP4","ACVR2A","","known","putative"
"Bmp4_Acvr2b","Bmp4","bone morphogenetic protein 4","Acvr2b","activin A receptor, type IIB","DLRP","","","","","","BMP4","ACVR2B","","known","putative"
"Bmp4_Bmpr1a","Bmp4","bone morphogenetic protein 4","Bmpr1a","bone morphogenetic protein receptor, type IA","DLRP","HPMR","","HPRD","","","BMP4","BMPR1A","","known","literature supported"
"Bmp4_Bmpr1b","Bmp4","bone morphogenetic protein 4","Bmpr1b","bone morphogenetic protein receptor, type IB","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","BMP4","BMPR1B","","known","literature supported"
"Bmp4_Bmpr2","Bmp4","bone morphogenetic protein 4","Bmpr2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","BMP4","BMPR2","","known","literature supported"
"Bmp4_HFE2","Bmp4","bone morphogenetic protein 4","HFE2","hemochromatosis type 2 (juvenile)","","","","","STRING.binding","","BMP4","","","novel","putative"
"Bmp5_Acvr1","Bmp5","bone morphogenetic protein 5","Acvr1","activin A receptor, type I","DLRP","","","","","","","ACVR1","","known","putative"
"Bmp5_Acvr2a","Bmp5","bone morphogenetic protein 5","Acvr2a","activin A receptor, type IIA","DLRP","","","","","","","ACVR2A","","known","putative"
"Bmp5_Acvr2b","Bmp5","bone morphogenetic protein 5","Acvr2b","activin A receptor, type IIB","DLRP","","","","","","","ACVR2B","","known","putative"
"Bmp5_Bmpr1a","Bmp5","bone morphogenetic protein 5","Bmpr1a","bone morphogenetic protein receptor, type IA","DLRP","","","HPRD","","","","BMPR1A","","known","literature supported"
"Bmp5_Bmpr1b","Bmp5","bone morphogenetic protein 5","Bmpr1b","bone morphogenetic protein receptor, type IB","DLRP","","","","","","","BMPR1B","","known","putative"
"Bmp5_Bmpr2","Bmp5","bone morphogenetic protein 5","Bmpr2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","DLRP","","","","","","","BMPR2","","known","putative"
"Bmp5_HFE2","Bmp5","bone morphogenetic protein 5","HFE2","hemochromatosis type 2 (juvenile)","","","","","STRING.binding","","","","","novel","putative"
"Bmp6_Acvr1","Bmp6","bone morphogenetic protein 6","Acvr1","activin A receptor, type I","DLRP","HPMR","","","","","BMP6","ACVR1","","known","literature supported"
"Bmp6_Acvr2a","Bmp6","bone morphogenetic protein 6","Acvr2a","activin A receptor, type IIA","DLRP","","","HPRD","STRING.binding","STRING.experiment","BMP6","ACVR2A","","known","literature supported"
"Bmp6_Acvr2b","Bmp6","bone morphogenetic protein 6","Acvr2b","activin A receptor, type IIB","DLRP","","","","","","BMP6","ACVR2B","","known","putative"
"Bmp6_Bmpr1a","Bmp6","bone morphogenetic protein 6","Bmpr1a","bone morphogenetic protein receptor, type IA","DLRP","HPMR","","HPRD","","","BMP6","BMPR1A","","known","literature supported"
"Bmp6_Bmpr1b","Bmp6","bone morphogenetic protein 6","Bmpr1b","bone morphogenetic protein receptor, type IB","DLRP","","","HPRD","STRING.binding","","BMP6","BMPR1B","","known","literature supported"
"Bmp6_Bmpr2","Bmp6","bone morphogenetic protein 6","Bmpr2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","DLRP","","","HPRD","STRING.binding","STRING.experiment","BMP6","BMPR2","","known","literature supported"
"Bmp7_Acvr1","Bmp7","bone morphogenetic protein 7","Acvr1","activin A receptor, type I","DLRP","HPMR","","HPRD","STRING.binding","","BMP7","ACVR1","","known","literature supported"
"Bmp7_Acvr2a","Bmp7","bone morphogenetic protein 7","Acvr2a","activin A receptor, type IIA","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","BMP7","ACVR2A","","known","literature supported"
"Bmp7_Acvr2b","Bmp7","bone morphogenetic protein 7","Acvr2b","activin A receptor, type IIB","DLRP","","","HPRD","","","BMP7","ACVR2B","","known","literature supported"
"Bmp7_Bmpr1a","Bmp7","bone morphogenetic protein 7","Bmpr1a","bone morphogenetic protein receptor, type IA","DLRP","HPMR","","HPRD","","","BMP7","BMPR1A","","known","literature supported"
"Bmp7_Bmpr1b","Bmp7","bone morphogenetic protein 7","Bmpr1b","bone morphogenetic protein receptor, type IB","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","BMP7","BMPR1B","","known","literature supported"
"Bmp7_Bmpr2","Bmp7","bone morphogenetic protein 7","Bmpr2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","DLRP","","","HPRD","STRING.binding","STRING.experiment","BMP7","BMPR2","","known","literature supported"
"Bmp7_Eng","Bmp7","bone morphogenetic protein 7","Eng","endoglin","","","","HPRD","","","BMP7","ENG","","novel","literature supported"
"BMP8B_Acvr1","BMP8B","bone morphogenetic protein 8b","Acvr1","activin A receptor, type I","DLRP","","","","","","","ACVR1","","known","putative"
"BMP8B_Acvr2a","BMP8B","bone morphogenetic protein 8b","Acvr2a","activin A receptor, type IIA","DLRP","","","","","","","ACVR2A","","known","putative"
"BMP8B_Acvr2b","BMP8B","bone morphogenetic protein 8b","Acvr2b","activin A receptor, type IIB","DLRP","","","","","","","ACVR2B","","known","putative"
"BMP8B_Bmpr1a","BMP8B","bone morphogenetic protein 8b","Bmpr1a","bone morphogenetic protein receptor, type IA","DLRP","","","","","","","BMPR1A","","known","putative"
"BMP8B_Bmpr1b","BMP8B","bone morphogenetic protein 8b","Bmpr1b","bone morphogenetic protein receptor, type IB","DLRP","","","","","","","BMPR1B","","known","putative"
"BMP8B_Bmpr2","BMP8B","bone morphogenetic protein 8b","Bmpr2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","DLRP","","","","","","","BMPR2","","known","putative"
"Bst1_Cav1","Bst1","bone marrow stromal cell antigen 1","Cav1","caveolin 1, caveolae protein, 22kDa","","","","HPRD","","","","","","novel","literature supported"
"Btc_Egfr","Btc","betacellulin","Egfr","epidermal growth factor receptor","DLRP","HPMR","IUPHAR","HPRD","","","BTC","EGFR","","known","literature supported"
"Btc_Erbb2","Btc","betacellulin","Erbb2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2","","","","HPRD","","","BTC","ERBB2","","novel","literature supported"
"Btc_Erbb3","Btc","betacellulin","Erbb3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3","DLRP","","","","","","BTC","ERBB3","9312020","known","literature supported"
"Btc_Erbb4","Btc","betacellulin","Erbb4","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4","DLRP","HPMR","IUPHAR","HPRD","","","BTC","ERBB4","","known","literature supported"
"Btla_Cd247","Btla","B and T lymphocyte associated","Cd247","CD247 molecule","","","","","STRING.binding","","","","","novel","putative"
"Btla_Cd79a","Btla","B and T lymphocyte associated","Cd79a","CD79a molecule, immunoglobulin-associated alpha","","","","","STRING.binding","","","","19155498","novel","literature supported"
"Btla_Tnfrsf14","Btla","B and T lymphocyte associated","Tnfrsf14","tumor necrosis factor receptor superfamily, member 14","","","IUPHAR","HPRD","STRING.binding","STRING.experiment","","TNFRSF14","","known","literature supported"
"Btla_Vtcn1","Btla","B and T lymphocyte associated","Vtcn1","V-set domain containing T cell activation inhibitor 1","","","","HPRD","","","","","","novel","literature supported"
"C1qa_Cd93","C1qa","complement component 1, q subcomponent, A chain","Cd93","CD93 molecule","","","","HPRD","","","","CD93","","novel","literature supported"
"C1qa_Cr1l","C1qa","complement component 1, q subcomponent, A chain","Cr1l","complement component (3b/4b) receptor 1 (Knops blood group)","","","","HPRD","","","","","","novel","literature supported"
"C1qa_Cspg4","C1qa","complement component 1, q subcomponent, A chain","Cspg4","chondroitin sulfate proteoglycan 4","","","","HPRD","","","","","","novel","literature supported"
"C1qb_Lrp1","C1qb","complement component 1, q subcomponent, B chain","Lrp1","low density lipoprotein receptor-related protein 1","","","","","","","","","11560994","novel","literature supported"
"C1qtnf1_Avpr2","C1qtnf1","C1q and tumor necrosis factor related protein 1","Avpr2","arginine vasopressin receptor 2","","","","HPRD","","","","AVPR2","","novel","literature supported"
"C1qtnf5_Mfrp","C1qtnf5","C1q and tumor necrosis factor related protein 5","Mfrp","membrane frizzled-related protein","","","","HPRD","","","","","","novel","literature supported"
"BC055324_Plscr4","BC055324","chromosome 1 open reading frame 112","Plscr4","phospholipid scramblase 4","","","","","STRING.binding","","","","","novel","putative"
"1700013F07Rik_Plscr4","1700013F07Rik","chromosome 1 open reading frame 194","Plscr4","phospholipid scramblase 4","","","","","STRING.binding","","","","","novel","putative"
"C1orf200_Ly6g6c","C1orf200","chromosome 1 open reading frame 200","Ly6g6c","lymphocyte antigen 6 complex, locus G6C","","","","","STRING.binding","","","","","novel","putative"
"C1orf200_Slc16a4","C1orf200","chromosome 1 open reading frame 200","Slc16a4","solute carrier family 16, member 4","","","","","STRING.binding","","","","","novel","putative"
"C3_C3ar1","C3","complement component 3","C3ar1","complement component 3a receptor 1","","HPMR","IUPHAR","HPRD","STRING.binding","","C3","C3AR1","","known","literature supported"
"C3_C5ar2","C3","complement component 3","C5ar2","complement component 5a receptor 2","","","","HPRD","","","C3","GPR77","","novel","literature supported"
"C3_Cd19","C3","complement component 3","Cd19","CD19 molecule","","","","","STRING.binding","","C3","","15454921","novel","literature supported"
"C3_Cd46","C3","complement component 3","Cd46","CD46 molecule, complement regulatory protein","","","","HPRD","STRING.binding","","C3","","","novel","literature supported"
"C3_Cd81","C3","complement component 3","Cd81","CD81 molecule","","","","","STRING.binding","","C3","CD81","","novel","putative"
"C3_Cr1l","C3","complement component 3","Cr1l","complement component (3b/4b) receptor 1 (Knops blood group)","","","","HPRD","STRING.binding","","C3","","","novel","literature supported"
"C3_Ifitm7","C3","complement component 3","Ifitm7","interferon induced transmembrane protein 1","","","","","STRING.binding","","C3","","","novel","putative"
"C3_Gm49368","C3","complement component 3","Gm49368","integrin, alpha M (complement component 3 receptor 3 subunit)","","","","HPRD","STRING.binding","","C3","ITGAM","","novel","literature supported"
"C3_Itgax","C3","complement component 3","Itgax","integrin, alpha X (complement component 3 receptor 4 subunit)","","HPMR","","HPRD","STRING.binding","STRING.experiment","C3","ITGAX","","known","literature supported"
"C3_Itgb2l","C3","complement component 3","Itgb2l","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)","","HPMR","","","STRING.binding","","C3","ITGB2","","known","literature supported"
