mgi_symbol	ensembl_gene_id	external_gene_name
Gm45121	ENSMUSG00000108795	Gm45121
1700011C11Rik	ENSMUSG00000108800	1700011C11Rik
Gm39090	ENSMUSG00000108801	Gm39090
4930533N22Rik	ENSMUSG00000108803	4930533N22Rik
4933432K03Rik	ENSMUSG00000108811	4933432K03Rik
Gm30717	ENSMUSG00000108814	Gm30717
Gm49388	ENSMUSG00000108815	Gm49388
Gm34549	ENSMUSG00000108828	Gm34549
Gm44832	ENSMUSG00000108832	Gm44832
Gm44813	ENSMUSG00000108836	Gm44813
Gm45090	ENSMUSG00000108845	Gm45090
Gm35147	ENSMUSG00000108849	Gm35147
D830036C21Rik	ENSMUSG00000108854	D830036C21Rik
Gm35309	ENSMUSG00000108856	Gm35309
5930435M05Rik	ENSMUSG00000108861	5930435M05Rik
Gm44933	ENSMUSG00000108864	Gm44933
Gm35082	ENSMUSG00000108866	Gm35082
Gm44643	ENSMUSG00000108867	Gm44643
Gm32850	ENSMUSG00000108868	Gm32850
Gm44532	ENSMUSG00000108869	Gm44532
Gm44893	ENSMUSG00000108870	Gm44893
Gm45064	ENSMUSG00000108875	Gm45064
Gm44692	ENSMUSG00000108876	Gm44692
Gm44623	ENSMUSG00000108883	Gm44623
Gm45792	ENSMUSG00000108884	Gm45792
4930402F11Rik	ENSMUSG00000108885	4930402F11Rik
Gm44618	ENSMUSG00000108905	Gm44618
4933436H12Rik	ENSMUSG00000108924	4933436H12Rik
Gm10648	ENSMUSG00000108930	Gm10648
4930588G17Rik	ENSMUSG00000108935	4930588G17Rik
Olfr695	ENSMUSG00000108948	Olfr695
Gm45069	ENSMUSG00000108949	Gm45069
9130015G15Rik	ENSMUSG00000108950	9130015G15Rik
Gm44689	ENSMUSG00000108978	Gm44689
Gm45155	ENSMUSG00000108980	Gm45155
Gm32061	ENSMUSG00000108986	Gm32061
Gm45056	ENSMUSG00000108987	Gm45056
Gm44934	ENSMUSG00000108988	Gm44934
Olfr485	ENSMUSG00000108995	Olfr485
Gm45024	ENSMUSG00000109001	Gm45024
Gm38405	ENSMUSG00000109002	Gm38405
Gm36011	ENSMUSG00000109003	Gm36011
B230209E15Rik	ENSMUSG00000109006	B230209E15Rik
Gm44899	ENSMUSG00000109008	Gm44899
Gm44546	ENSMUSG00000109014	Gm44546
Gm44647	ENSMUSG00000109016	Gm44647
Gm38979	ENSMUSG00000109017	Gm38979
Gm44812	ENSMUSG00000109021	Gm44812
Gm35842	ENSMUSG00000109028	Gm35842
Gm33570	ENSMUSG00000109039	Gm33570
Gm44991	ENSMUSG00000109042	Gm44991
4930479H17Rik	ENSMUSG00000109049	4930479H17Rik
Gm45012	ENSMUSG00000109052	Gm45012
Olfr705	ENSMUSG00000109058	Olfr705
Gm4513	ENSMUSG00000109060	Gm4513
Gm45145	ENSMUSG00000109076	Gm45145
Gm38944	ENSMUSG00000109080	Gm38944
Gm44992	ENSMUSG00000109083	Gm44992
Gm44827	ENSMUSG00000109091	Gm44827
Gm19950	ENSMUSG00000109093	Gm19950
Gm29683	ENSMUSG00000109097	Gm29683
4933430H16Rik	ENSMUSG00000109106	4933430H16Rik
Gm44781	ENSMUSG00000109107	Gm44781
Gm45014	ENSMUSG00000109110	Gm45014
6530437J22Rik	ENSMUSG00000109111	6530437J22Rik
Gm32916	ENSMUSG00000109113	Gm32916
Gm44753	ENSMUSG00000109114	Gm44753
Gm32031	ENSMUSG00000109118	Gm32031
Gm44752	ENSMUSG00000109119	Gm44752
Gm44644	ENSMUSG00000109121	Gm44644
Gm39059	ENSMUSG00000109123	Gm39059
Gm45159	ENSMUSG00000109125	Gm45159
Gm44973	ENSMUSG00000109129	Gm44973
Gm45187	ENSMUSG00000109130	Gm45187
Gm34908	ENSMUSG00000109137	Gm34908
Gm20744	ENSMUSG00000109145	Gm20744
Gm19656	ENSMUSG00000109149	Gm19656
Gm38584	ENSMUSG00000109153	Gm38584
Gm39033	ENSMUSG00000109161	Gm39033
Gm5890	ENSMUSG00000109166	Gm5890
Gm44709	ENSMUSG00000109168	Gm44709
Gm45086	ENSMUSG00000109170	Gm45086
Gm44947	ENSMUSG00000109175	Gm44947
Gm34821	ENSMUSG00000109186	Gm34821
Gm39027	ENSMUSG00000109193	Gm39027
Gm44570	ENSMUSG00000109194	Gm44570
4933402C05Rik	ENSMUSG00000109197	4933402C05Rik
Gm44969	ENSMUSG00000109200	Gm44969
Gm32849	ENSMUSG00000109203	Gm32849
Gm44659	ENSMUSG00000109214	Gm44659
Gm44866	ENSMUSG00000109233	Gm44866
Gm44751	ENSMUSG00000109244	Gm44751
Gm44993	ENSMUSG00000109248	Gm44993
Gm44588	ENSMUSG00000109254	Gm44588
Gm44744	ENSMUSG00000109262	Gm44744
Gm10584	ENSMUSG00000109270	Gm10584
Gm45144	ENSMUSG00000109278	Gm45144
Gm35325	ENSMUSG00000109280	Gm35325
Gm45188	ENSMUSG00000109282	Gm45188
Gm44733	ENSMUSG00000109283	Gm44733
B230311B06Rik	ENSMUSG00000109284	B230311B06Rik
Gm44808	ENSMUSG00000109294	Gm44808
Gm44886	ENSMUSG00000109298	Gm44886
Gm44700	ENSMUSG00000109307	Gm44700
AI314278	ENSMUSG00000109311	AI314278
Gm45037	ENSMUSG00000109315	Gm45037
Gm44968	ENSMUSG00000109323	Gm44968
Prmt1	ENSMUSG00000109324	Prmt1
Gm44995	ENSMUSG00000109327	Gm44995
Gm33926	ENSMUSG00000109329	Gm33926
Samd4b	ENSMUSG00000109336	Samd4b
Gm30873	ENSMUSG00000109341	Gm30873
A26c2	ENSMUSG00000109344	A26c2
Gm45175	ENSMUSG00000109347	Gm45175
Gm44805	ENSMUSG00000109350	Gm44805
Gm44632	ENSMUSG00000109351	Gm44632
Olfr706	ENSMUSG00000109354	Olfr706
Gm44946	ENSMUSG00000109361	Gm44946
Gm44948	ENSMUSG00000109364	Gm44948
Gm44698	ENSMUSG00000109366	Gm44698
Gm44773	ENSMUSG00000109374	Gm44773
Gm49396	ENSMUSG00000109378	Gm49396
4930567K12Rik	ENSMUSG00000109382	4930567K12Rik
Gm36584	ENSMUSG00000109383	Gm36584
Gm5737	ENSMUSG00000109392	Gm5737
A230057D06Rik	ENSMUSG00000109394	A230057D06Rik
Gm4565	ENSMUSG00000109396	Gm4565
Gm45040	ENSMUSG00000109402	Gm45040
Gm34664	ENSMUSG00000109407	Gm34664
4930505K13Rik	ENSMUSG00000109414	4930505K13Rik
Gm44702	ENSMUSG00000109420	Gm44702
Gm44658	ENSMUSG00000109424	Gm44658
Gm44983	ENSMUSG00000109441	Gm44983
Gm39043	ENSMUSG00000109450	Gm39043
Gm44710	ENSMUSG00000109455	Gm44710
Gm44889	ENSMUSG00000109458	Gm44889
Gm34350	ENSMUSG00000109464	Gm34350
Gm39078	ENSMUSG00000109478	Gm39078
Gm45016	ENSMUSG00000109485	Gm45016
Gm15396	ENSMUSG00000109491	Gm15396
Olfr492	ENSMUSG00000109497	Olfr492
Gm44864	ENSMUSG00000109499	Gm44864
Gm14377	ENSMUSG00000109501	Gm14377
Gm44724	ENSMUSG00000109506	Gm44724
Nup62	ENSMUSG00000109511	Nup62
Gm6882	ENSMUSG00000109516	Gm6882
Gm44763	ENSMUSG00000109517	Gm44763
Gm44691	ENSMUSG00000109524	Gm44691
Gm42397	ENSMUSG00000109532	Gm42397
Olfr470	ENSMUSG00000109542	Olfr470
Gm44892	ENSMUSG00000109550	Gm44892
Gm38843	ENSMUSG00000109556	Gm38843
Gm34280	ENSMUSG00000109559	Gm34280
H19	ENSMUSG00000000031	H19
Cox5a	ENSMUSG00000000088	Cox5a
Slc22a18	ENSMUSG00000000154	Slc22a18
Pih1d2	ENSMUSG00000000167	Pih1d2
Dlat	ENSMUSG00000000168	Dlat
Sdhd	ENSMUSG00000000171	Sdhd
Nalcn	ENSMUSG00000000197	Nalcn
Th	ENSMUSG00000000214	Th
Ins2	ENSMUSG00000000215	Ins2
Tspan32	ENSMUSG00000000244	Tspan32
Itgb2	ENSMUSG00000000290	Itgb2
Hddc2	ENSMUSG00000000295	Hddc2
Tpd52l1	ENSMUSG00000000296	Tpd52l1
Cdh1	ENSMUSG00000000303	Cdh1
Rnf17	ENSMUSG00000000365	Rnf17
Trappc10	ENSMUSG00000000374	Trappc10
Myf5	ENSMUSG00000000435	Myf5
Vmn2r88	ENSMUSG00000000606	Vmn2r88
Rab5b	ENSMUSG00000000711	Rab5b
Dnmt3l	ENSMUSG00000000730	Dnmt3l
Aire	ENSMUSG00000000731	Aire
Icosl	ENSMUSG00000000732	Icosl
Spg7	ENSMUSG00000000738	Spg7
Sult5a1	ENSMUSG00000000739	Sult5a1
Rpl13	ENSMUSG00000000740	Rpl13
Chmp1a	ENSMUSG00000000743	Chmp1a
Tubgcp3	ENSMUSG00000000759	Tubgcp3
Oprm1	ENSMUSG00000000766	Oprm1
Polr3d	ENSMUSG00000000776	Polr3d
Il12rb1	ENSMUSG00000000791	Il12rb1
Slc5a5	ENSMUSG00000000792	Slc5a5
Mmp11	ENSMUSG00000000901	Mmp11
Smarcb1	ENSMUSG00000000902	Smarcb1
Vpreb3	ENSMUSG00000000903	Vpreb3
Mmp14	ENSMUSG00000000957	Mmp14
Slc7a7	ENSMUSG00000000958	Slc7a7
Oxa1l	ENSMUSG00000000959	Oxa1l
Icam4	ENSMUSG00000001014	Icam4
Vps9d1	ENSMUSG00000001062	Vps9d1
Zfp276	ENSMUSG00000001065	Zfp276
Col6a1	ENSMUSG00000001119	Col6a1
Pcbp3	ENSMUSG00000001120	Pcbp3
Mcm3ap	ENSMUSG00000001150	Mcm3ap
Pcnt	ENSMUSG00000001151	Pcnt
Ftcd	ENSMUSG00000001155	Ftcd
Agpat3	ENSMUSG00000001211	Agpat3
Efnb2	ENSMUSG00000001300	Efnb2
Acp5	ENSMUSG00000001348	Acp5
Cnn1	ENSMUSG00000001349	Cnn1
Fbxo9	ENSMUSG00000001366	Fbxo9
Col18a1	ENSMUSG00000001435	Col18a1
Slc19a1	ENSMUSG00000001436	Slc19a1
Tcf25	ENSMUSG00000001472	Tcf25
Def8	ENSMUSG00000001482	Def8
Gstt1	ENSMUSG00000001663	Gstt1
Gstt3	ENSMUSG00000001665	Gstt3
Ddt	ENSMUSG00000001666	Ddt
Tat	ENSMUSG00000001670	Tat
Marveld3	ENSMUSG00000001672	Marveld3
Chordc1	ENSMUSG00000001774	Chordc1
Rtcb	ENSMUSG00000001783	Rtcb
Pwp1	ENSMUSG00000001785	Pwp1
Fbxo7	ENSMUSG00000001786	Fbxo7
Septin7	ENSMUSG00000001833	Septin7
Trmt1	ENSMUSG00000001909	Trmt1
Nacc1	ENSMUSG00000001910	Nacc1
Nfix	ENSMUSG00000001911	Nfix
Siae	ENSMUSG00000001942	Siae
Vsig2	ENSMUSG00000001943	Vsig2
Esam	ENSMUSG00000001946	Esam
Spa17	ENSMUSG00000001948	Spa17
Sipa1l2	ENSMUSG00000001995	Sipa1l2
Kmt2a	ENSMUSG00000002028	Kmt2a
Ift46	ENSMUSG00000002031	Ift46
Tmem25	ENSMUSG00000002032	Tmem25
Cd3g	ENSMUSG00000002033	Cd3g
Stat6	ENSMUSG00000002147	Stat6
Clgn	ENSMUSG00000002190	Clgn
Ipo4	ENSMUSG00000002319	Ipo4
Tm9sf1	ENSMUSG00000002320	Tm9sf1
Rec8	ENSMUSG00000002324	Rec8
Irf9	ENSMUSG00000002325	Irf9
Gmpr2	ENSMUSG00000002326	Gmpr2
Mdp1	ENSMUSG00000002329	Mdp1
Dhrs1	ENSMUSG00000002332	Dhrs1
Ncan	ENSMUSG00000002341	Ncan
Tmem161a	ENSMUSG00000002342	Tmem161a
Armc6	ENSMUSG00000002343	Armc6
Borcs8	ENSMUSG00000002345	Borcs8
Slc25a42	ENSMUSG00000002346	Slc25a42
Nr2f6	ENSMUSG00000002393	Nr2f6
Use1	ENSMUSG00000002395	Use1
Ocel1	ENSMUSG00000002396	Ocel1
Ikzf4	ENSMUSG00000002578	Ikzf4
Atg4d	ENSMUSG00000002820	Atg4d
Qtrt1	ENSMUSG00000002825	Qtrt1
Adgre5	ENSMUSG00000002885	Adgre5
Kcnn1	ENSMUSG00000002908	Kcnn1
Arrdc2	ENSMUSG00000002910	Arrdc2
Map2k7	ENSMUSG00000002948	Map2k7
Timm44	ENSMUSG00000002949	Timm44
Ap1m1	ENSMUSG00000003033	Ap1m1
Rab8a	ENSMUSG00000003037	Rab8a
Fam32a	ENSMUSG00000003039	Fam32a
Stk11	ENSMUSG00000003068	Stk11
Efna2	ENSMUSG00000003070	Efna2
Atp5d	ENSMUSG00000003072	Atp5d
Pafah1b2	ENSMUSG00000003131	Pafah1b2
Ranbp2	ENSMUSG00000003226	Ranbp2
Edar	ENSMUSG00000003227	Edar
Mrpl4	ENSMUSG00000003299	Mrpl4
Keap1	ENSMUSG00000003308	Keap1
Ap1m2	ENSMUSG00000003309	Ap1m2
Glg1	ENSMUSG00000003316	Glg1
Atp8b3	ENSMUSG00000003341	Atp8b3
Btbd2	ENSMUSG00000003344	Btbd2
Csnk1g2	ENSMUSG00000003345	Csnk1g2
Abhd17a	ENSMUSG00000003346	Abhd17a
Mob3a	ENSMUSG00000003348	Mob3a
Prkcsh	ENSMUSG00000003402	Prkcsh
Elavl3	ENSMUSG00000003410	Elavl3
Phyhip	ENSMUSG00000003469	Phyhip
Cyp4f18	ENSMUSG00000003484	Cyp4f18
Homer3	ENSMUSG00000003573	Homer3
Crtc1	ENSMUSG00000003575	Crtc1
Calb2	ENSMUSG00000003657	Calb2
Man1a	ENSMUSG00000003746	Man1a
Farsa	ENSMUSG00000003808	Farsa
Gcdh	ENSMUSG00000003809	Gcdh
Dnase2a	ENSMUSG00000003812	Dnase2a
Rad23a	ENSMUSG00000003813	Rad23a
Calr	ENSMUSG00000003814	Calr
Syce2	ENSMUSG00000003824	Syce2
Nfat5	ENSMUSG00000003847	Nfat5
Nob1	ENSMUSG00000003848	Nob1
Nqo1	ENSMUSG00000003849	Nqo1
Tfam	ENSMUSG00000003923	Tfam
Cwc15	ENSMUSG00000004096	Cwc15
Col5a3	ENSMUSG00000004098	Col5a3
Dnmt1	ENSMUSG00000004099	Dnmt1
Ppan	ENSMUSG00000004100	Ppan
Psap	ENSMUSG00000004207	Psap
Clcn3	ENSMUSG00000004319	Clcn3
Utp20	ENSMUSG00000004356	Utp20
Spic	ENSMUSG00000004359	Spic
9330159F19Rik	ENSMUSG00000004360	9330159F19Rik
Large1	ENSMUSG00000004383	Large1
Ndrg2	ENSMUSG00000004558	Ndrg2
Mettl17	ENSMUSG00000004561	Mettl17
Arhgef40	ENSMUSG00000004562	Arhgef40
Pnpla6	ENSMUSG00000004565	Pnpla6
Mcoln1	ENSMUSG00000004567	Mcoln1
Arhgef18	ENSMUSG00000004568	Arhgef18
Stxbp2	ENSMUSG00000004626	Stxbp2
Pcp2	ENSMUSG00000004630	Pcp2
Wwox	ENSMUSG00000004637	Wwox
Arid3b	ENSMUSG00000004661	Arid3b
Cnn2	ENSMUSG00000004665	Cnn2
Polr2e	ENSMUSG00000004667	Polr2e
Myo9b	ENSMUSG00000004677	Myo9b
Rab11a	ENSMUSG00000004771	Rab11a
Thop1	ENSMUSG00000004929	Thop1
Apba3	ENSMUSG00000004931	Apba3
Matk	ENSMUSG00000004933	Matk
Pias4	ENSMUSG00000004934	Pias4
Map2k1	ENSMUSG00000004936	Map2k1
Sgta	ENSMUSG00000004937	Sgta
Nmrk2	ENSMUSG00000004939	Nmrk2
Ccdc130	ENSMUSG00000004994	Ccdc130
Mri1	ENSMUSG00000004996	Mri1
Cstb	ENSMUSG00000005054	Cstb
4930550C14Rik	ENSMUSG00000005131	4930550C14Rik
Man2b1	ENSMUSG00000005142	Man2b1
Klf5	ENSMUSG00000005148	Klf5
Wdr83	ENSMUSG00000005150	Wdr83
Prdx2	ENSMUSG00000005161	Prdx2
Casp14	ENSMUSG00000005355	Casp14
Slc1a6	ENSMUSG00000005357	Slc1a6
Mcm5	ENSMUSG00000005410	Mcm5
Hmox1	ENSMUSG00000005413	Hmox1
Il27ra	ENSMUSG00000005465	Il27ra
Prkaca	ENSMUSG00000005469	Prkaca
Asf1b	ENSMUSG00000005470	Asf1b
Ddx39	ENSMUSG00000005481	Ddx39
Dnajb1	ENSMUSG00000005483	Dnajb1
Insr	ENSMUSG00000005534	Insr
Fcer2a	ENSMUSG00000005540	Fcer2a
Pan2	ENSMUSG00000005682	Pan2
Cs	ENSMUSG00000005683	Cs
Ctcf	ENSMUSG00000005698	Ctcf
Pard6a	ENSMUSG00000005699	Pard6a
Agrp	ENSMUSG00000005705	Agrp
Mmp8	ENSMUSG00000005800	Mmp8
Nr2c1	ENSMUSG00000005897	Nr2c1
Epor	ENSMUSG00000006235	Epor
Ccdc159	ENSMUSG00000006241	Ccdc159
Atp6v1b2	ENSMUSG00000006273	Atp6v1b2
Eps15l1	ENSMUSG00000006276	Eps15l1
Tep1	ENSMUSG00000006281	Tep1
Ttc5	ENSMUSG00000006288	Ttc5
Osgep	ENSMUSG00000006289	Osgep
Susd2	ENSMUSG00000006342	Susd2
Ggt5	ENSMUSG00000006344	Ggt5
Ggt1	ENSMUSG00000006345	Ggt1
Cbfa2t3	ENSMUSG00000006362	Cbfa2t3
Ptbp1	ENSMUSG00000006498	Ptbp1
Mvd	ENSMUSG00000006517	Mvd
Cyba	ENSMUSG00000006519	Cyba
Itih3	ENSMUSG00000006522	Itih3
Stimate	ENSMUSG00000006526	Stimate
Sfmbt1	ENSMUSG00000006527	Sfmbt1
Itih1	ENSMUSG00000006529	Itih1
Atp7b	ENSMUSG00000006567	Atp7b
Defb2	ENSMUSG00000006570	Defb2
Cdt1	ENSMUSG00000006585	Cdt1
Snai3	ENSMUSG00000006587	Snai3
Aprt	ENSMUSG00000006589	Aprt
Cyp27b1	ENSMUSG00000006724	Cyp27b1
Cdk4	ENSMUSG00000006728	Cdk4
B4galnt1	ENSMUSG00000006731	B4galnt1
Mettl1	ENSMUSG00000006732	Mettl1
Tspan31	ENSMUSG00000006736	Tspan31
Tph2	ENSMUSG00000006764	Tph2
Tinf2	ENSMUSG00000007589	Tinf2
Tssk4	ENSMUSG00000007591	Tssk4
Hapln4	ENSMUSG00000007594	Hapln4
Gtpbp3	ENSMUSG00000007610	Gtpbp3
Arpp19	ENSMUSG00000007656	Arpp19
Ccdc124	ENSMUSG00000007721	Ccdc124
Zmiz1	ENSMUSG00000007817	Zmiz1
Crlf1	ENSMUSG00000007888	Crlf1
Ctsd	ENSMUSG00000007891	Ctsd
Rplp1	ENSMUSG00000007892	Rplp1
Hmgcll1	ENSMUSG00000007908	Hmgcll1
Abhd8	ENSMUSG00000007950	Abhd8
Fzd3	ENSMUSG00000007989	Fzd3
4930432K21Rik	ENSMUSG00000008129	4930432K21Rik
Fbxw9	ENSMUSG00000008167	Fbxw9
Cers4	ENSMUSG00000008206	Cers4
Elk3	ENSMUSG00000008398	Elk3
Herpud2	ENSMUSG00000008429	Herpud2
Nutf2	ENSMUSG00000008450	Nutf2
Htr3b	ENSMUSG00000008590	Htr3b
Tppp2	ENSMUSG00000008813	Tppp2
Clec3a	ENSMUSG00000008874	Clec3a
Vdac3	ENSMUSG00000008892	Vdac3
Rsph14	ENSMUSG00000009070	Rsph14
Derl3	ENSMUSG00000009092	Derl3
Gstt4	ENSMUSG00000009093	Gstt4
2610028H24Rik	ENSMUSG00000009114	2610028H24Rik
Spatc1l	ENSMUSG00000009115	Spatc1l
Trpm5	ENSMUSG00000009246	Trpm5
Ascl2	ENSMUSG00000009248	Ascl2
Pttg1ip	ENSMUSG00000009291	Pttg1ip
Trpm2	ENSMUSG00000009292	Trpm2
Ube2g2	ENSMUSG00000009293	Ube2g2
Kcnq1	ENSMUSG00000009545	Kcnq1
Tex15	ENSMUSG00000009628	Tex15
Ppp2cb	ENSMUSG00000009630	Ppp2cb
Pla2g12b	ENSMUSG00000009646	Pla2g12b
Mcu	ENSMUSG00000009647	Mcu
Oit3	ENSMUSG00000009654	Oit3
Bcr	ENSMUSG00000009681	Bcr
Cilk1	ENSMUSG00000009828	Cilk1
Rps25	ENSMUSG00000009927	Rps25
Spire2	ENSMUSG00000010154	Spire2
Raver1	ENSMUSG00000010205	Raver1
Nedd8	ENSMUSG00000010376	Nedd8
Mrpl52	ENSMUSG00000010406	Mrpl52
Spaca7	ENSMUSG00000010435	Spaca7
Eya4	ENSMUSG00000010461	Eya4
Pigyl	ENSMUSG00000010607	Pigyl
Tnfrsf22	ENSMUSG00000010751	Tnfrsf22
Cars	ENSMUSG00000010755	Cars
Phlda2	ENSMUSG00000010760	Phlda2
Vac14	ENSMUSG00000010936	Vac14
Tbrg1	ENSMUSG00000011114	Tbrg1
Panx3	ENSMUSG00000011118	Panx3
Sugp1	ENSMUSG00000011306	Sugp1
Evi5l	ENSMUSG00000011832	Evi5l
Snapc2	ENSMUSG00000011837	Snapc2
Bnip2	ENSMUSG00000011958	Bnip2
Rpl15	ENSMUSG00000012405	Rpl15
Mlkl	ENSMUSG00000012519	Mlkl
Retn	ENSMUSG00000012705	Retn
Cdh23	ENSMUSG00000012819	Cdh23
Podnl1	ENSMUSG00000012889	Podnl1
Adgrl1	ENSMUSG00000013033	Adgrl1
Amotl1	ENSMUSG00000013076	Amotl1
Gfod2	ENSMUSG00000013150	Gfod2
Enkd1	ENSMUSG00000013155	Enkd1
4933405L10Rik	ENSMUSG00000013158	4933405L10Rik
Atp6v0d1	ENSMUSG00000013160	Atp6v0d1
Aldh1a2	ENSMUSG00000013584	Aldh1a2
Timm23	ENSMUSG00000013701	Timm23
Elof1	ENSMUSG00000013822	Elof1
Med16	ENSMUSG00000013833	Med16
Tmem259	ENSMUSG00000013858	Tmem259
Rnf170	ENSMUSG00000013878	Rnf170
Mcemp1	ENSMUSG00000013974	Mcemp1
Bicc1	ENSMUSG00000014329	Bicc1
Piezo1	ENSMUSG00000014444	Piezo1
Blk	ENSMUSG00000014453	Blk
Rnf166	ENSMUSG00000014470	Rnf166
Ankrd28	ENSMUSG00000014496	Ankrd28
Ankrd52	ENSMUSG00000014498	Ankrd52
Wdfy2	ENSMUSG00000014547	Wdfy2
Cmc2	ENSMUSG00000014633	Cmc2
Adam28	ENSMUSG00000014725	Adam28
Nol3	ENSMUSG00000014776	Nol3
Fhod1	ENSMUSG00000014778	Fhod1
Plekhg4	ENSMUSG00000014782	Plekhg4
Slc9a5	ENSMUSG00000014786	Slc9a5
Elmo3	ENSMUSG00000014791	Elmo3
Stc1	ENSMUSG00000014813	Stc1
4931428F04Rik	ENSMUSG00000014837	4931428F04Rik
Tppp3	ENSMUSG00000014846	Tppp3
Tmem208	ENSMUSG00000014856	Tmem208
E2f4	ENSMUSG00000014859	E2f4
Naf1	ENSMUSG00000014907	Naf1
Trappc2l	ENSMUSG00000015013	Trappc2l
Acsf3	ENSMUSG00000015016	Acsf3
Ddx19a	ENSMUSG00000015023	Ddx19a
Galns	ENSMUSG00000015027	Galns
Cnksr3	ENSMUSG00000015202	Cnksr3
Sash1	ENSMUSG00000015305	Sash1
Gadd45b	ENSMUSG00000015312	Gadd45b
Golga7	ENSMUSG00000015341	Golga7
Clpx	ENSMUSG00000015357	Clpx
Gzmb	ENSMUSG00000015437	Gzmb
Gzmf	ENSMUSG00000015441	Gzmf
Gzmn	ENSMUSG00000015443	Gzmn
Hivep2	ENSMUSG00000015501	Hivep2
2310057J18Rik	ENSMUSG00000015519	2310057J18Rik
Lpl	ENSMUSG00000015568	Lpl
Hspa8	ENSMUSG00000015656	Hspa8
Tab2	ENSMUSG00000015755	Tab2
Ppil4	ENSMUSG00000015757	Ppil4
Cnih1	ENSMUSG00000015759	Cnih1
Gnrh1	ENSMUSG00000015812	Gnrh1
Lta4h	ENSMUSG00000015889	Lta4h
Amdhd1	ENSMUSG00000015890	Amdhd1
Il17rb	ENSMUSG00000015966	Il17rb
Cacna1d	ENSMUSG00000015968	Cacna1d
Chdh	ENSMUSG00000015970	Chdh
Actr8	ENSMUSG00000015971	Actr8
Fnta	ENSMUSG00000015994	Fnta
Fli1	ENSMUSG00000016087	Fli1
Tox4	ENSMUSG00000016831	Tox4
Ccdc70	ENSMUSG00000017049	Ccdc70
Zc3h18	ENSMUSG00000017478	Zc3h18
Top2b	ENSMUSG00000017485	Top2b
Rarb	ENSMUSG00000017491	Rarb
Slc12a4	ENSMUSG00000017765	Slc12a4
Erbb3	ENSMUSG00000018166	Erbb3
Mmp20	ENSMUSG00000018620	Mmp20
Mmp7	ENSMUSG00000018623	Mmp7
Acsl1	ENSMUSG00000018796	Acsl1
Lsp1	ENSMUSG00000018819	Lsp1
Dnah1	ENSMUSG00000019027	Dnah1
Rab3d	ENSMUSG00000019066	Rab3d
Isyna1	ENSMUSG00000019139	Isyna1
Map1s	ENSMUSG00000019261	Map1s
Dpep1	ENSMUSG00000019278	Dpep1
Nop9	ENSMUSG00000019297	Nop9
D8Ertd738e	ENSMUSG00000019362	D8Ertd738e
Fkbp8	ENSMUSG00000019428	Fkbp8
Gipc1	ENSMUSG00000019433	Gipc1
Ptger1	ENSMUSG00000019464	Ptger1
Arhgef25	ENSMUSG00000019467	Arhgef25
Xab2	ENSMUSG00000019470	Xab2
Cdc37	ENSMUSG00000019471	Cdc37
Rab4a	ENSMUSG00000019478	Rab4a
Arid3a	ENSMUSG00000019564	Arid3a
Slc35e1	ENSMUSG00000019731	Slc35e1
Calr3	ENSMUSG00000019732	Calr3
Iyd	ENSMUSG00000019762	Iyd
Rmnd1	ENSMUSG00000019763	Rmnd1
Ccdc170	ENSMUSG00000019767	Ccdc170
Esr1	ENSMUSG00000019768	Esr1
Vip	ENSMUSG00000019772	Vip
Fbxo5	ENSMUSG00000019773	Fbxo5
Mtrf1l	ENSMUSG00000019774	Mtrf1l
Rgs17	ENSMUSG00000019775	Rgs17
Hdac2	ENSMUSG00000019777	Hdac2
Frk	ENSMUSG00000019779	Frk
Rwdd1	ENSMUSG00000019782	Rwdd1
Clvs2	ENSMUSG00000019785	Clvs2
Trdn	ENSMUSG00000019787	Trdn
Hey2	ENSMUSG00000019789	Hey2
Stxbp5	ENSMUSG00000019790	Stxbp5
Hint3	ENSMUSG00000019791	Hint3
Trmt11	ENSMUSG00000019792	Trmt11
Katna1	ENSMUSG00000019794	Katna1
Pcmt1	ENSMUSG00000019795	Pcmt1
Lrp11	ENSMUSG00000019796	Lrp11
Mtres1	ENSMUSG00000019797	Mtres1
Sec63	ENSMUSG00000019802	Sec63
Nr2e1	ENSMUSG00000019803	Nr2e1
Snx3	ENSMUSG00000019804	Snx3
Aig1	ENSMUSG00000019806	Aig1
Adat2	ENSMUSG00000019808	Adat2
Pex3	ENSMUSG00000019809	Pex3
Fuca2	ENSMUSG00000019810	Fuca2
Cep57l1	ENSMUSG00000019813	Cep57l1
Ltv1	ENSMUSG00000019814	Ltv1
Zc2hc1b	ENSMUSG00000019815	Zc2hc1b
Plagl1	ENSMUSG00000019817	Plagl1
Cd164	ENSMUSG00000019818	Cd164
Utrn	ENSMUSG00000019820	Utrn
Smpd2	ENSMUSG00000019822	Smpd2
Mical1	ENSMUSG00000019823	Mical1
Zbtb24	ENSMUSG00000019826	Zbtb24
Grm1	ENSMUSG00000019828	Grm1
Wasf1	ENSMUSG00000019831	Wasf1
Rab32	ENSMUSG00000019832	Rab32
Slc22a16	ENSMUSG00000019834	Slc22a16
Gtf3c6	ENSMUSG00000019837	Gtf3c6
Slc16a10	ENSMUSG00000019838	Slc16a10
Rev3l	ENSMUSG00000019841	Rev3l
Traf3ip2	ENSMUSG00000019842	Traf3ip2
Fyn	ENSMUSG00000019843	Fyn
Tube1	ENSMUSG00000019845	Tube1
Lama4	ENSMUSG00000019846	Lama4
