"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
5.5098665899644e-270	0.579848157077832	0.725	0.518	1.82800843855249e-265	"C-Endothelial"	"Cavin2"
3.46844208674906e-248	0.582788035051418	0.62	0.396	1.15072503112074e-243	"C-Endothelial"	"Net1"
3.12247961028677e-247	0.490246193579795	0.783	0.576	1.03594506030484e-242	"C-Endothelial"	"Slc6a6"
1.63783954796232e-246	0.608976802379773	0.904	0.868	5.4338602682746e-242	"C-Endothelial"	"Jun"
4.95731030388914e-245	0.528506521176436	0.776	0.673	1.6446868395213e-240	"C-Endothelial"	"Fcgrt"
9.4771757600366e-244	0.70911596989911	0.627	0.437	3.14424260190734e-239	"C-Endothelial"	"Slc7a1"
1.87304867223467e-241	0.599429473406845	0.917	0.82	6.21421357987296e-237	"C-Endothelial"	"Klf2"
4.84159387030021e-240	0.475529471930256	0.902	0.732	1.6062955983495e-235	"C-Endothelial"	"Apoe"
2.10379653805382e-233	0.551316424823387	0.695	0.545	6.97976577430116e-229	"C-Endothelial"	"Palmd"
1.71143395266045e-227	0.552660543531919	0.6	0.394	5.67802442474157e-223	"C-Endothelial"	"Degs2"
4.55039198371846e-226	0.500723162908207	0.666	0.493	1.50968354843827e-221	"C-Endothelial"	"Ocln"
4.32523473200205e-223	0.41703946770088	0.871	0.74	1.43498312703632e-218	"C-Endothelial"	"Slc9a3r2"
1.87543461901025e-219	0.582376195729446	0.561	0.361	6.22212943549031e-215	"C-Endothelial"	"Rasgrp3"
7.88590588038285e-217	0.372173804969019	0.942	0.881	2.61630699393462e-212	"C-Endothelial"	"Atox1"
4.18739294217248e-216	0.592870422996828	0.632	0.434	1.38925135642456e-211	"C-Endothelial"	"Foxq1"
1.08075340458435e-213	0.530522666430097	0.508	0.294	3.58561557038951e-209	"C-Endothelial"	"Slc16a4"
8.50529123570757e-213	0.372540819710443	0.874	0.752	2.8218004732707e-208	"C-Endothelial"	"Cd34"
7.6286332872727e-211	0.524056881213055	0.604	0.401	2.53095166571847e-206	"C-Endothelial"	"Prom1"
2.61809090427247e-201	0.459283163364602	0.889	0.751	8.68604019310477e-197	"C-Endothelial"	"Id1"
2.56425527978684e-199	0.50954101335867	0.605	0.438	8.50742974174878e-195	"C-Endothelial"	"Rgs12"
2.66438852554589e-198	0.458449070157518	0.665	0.514	8.83964181120361e-194	"C-Endothelial"	"Maoa"
3.40586103941548e-197	0.461947094644712	0.74	0.581	1.12996251704688e-192	"C-Endothelial"	"Paqr5"
1.22056523838721e-195	0.504482259672942	0.596	0.433	4.04946929139724e-191	"C-Endothelial"	"Cmtm8"
3.32710093955673e-192	0.300928416137874	0.833	0.604	1.10383227871673e-187	"C-Endothelial"	"Ptn"
3.45336586559693e-191	0.335811536645034	0.924	0.747	1.14572319322910e-186	"C-Endothelial"	"Vwa1"
1.91278465295111e-189	0.314877060099023	0.82	0.624	6.3460456430959e-185	"C-Endothelial"	"Sparcl1"
2.28685928949807e-189	0.37531206254127	0.843	0.694	7.58711306476775e-185	"C-Endothelial"	"Adgrl4"
2.46778307696338e-189	0.434618487146592	0.953	0.922	8.18736391444139e-185	"C-Endothelial"	"Hspb1"
1.44655881495321e-187	0.504513014048731	0.624	0.433	4.79924818037026e-183	"C-Endothelial"	"AW112010"
3.67988918329342e-187	0.330087119863805	0.945	0.868	1.22087683434126e-182	"C-Endothelial"	"Crip2"
3.79646120630623e-187	0.469694421874964	0.694	0.551	1.25955193441622e-182	"C-Endothelial"	"Kank3"
8.63354336131647e-181	0.604913752192201	0.485	0.299	2.86435068098397e-176	"C-Endothelial"	"Tfrc"
9.46657768437842e-181	0.43741964969066	0.691	0.554	3.14072647834623e-176	"C-Endothelial"	"Ptprg"
3.0116235171781e-180	0.531785757881292	0.437	0.238	9.99166334294179e-176	"C-Endothelial"	"Hmgcs2"
5.36862078554944e-180	0.384798354113982	0.875	0.84	1.78114731802174e-175	"C-Endothelial"	"Ndufa7"
3.16231569875826e-177	0.582187628362892	0.767	0.674	1.04916147937703e-172	"C-Endothelial"	"Abhd2"
3.87977655936693e-176	0.281763633932417	0.94	0.941	1.28719346910117e-171	"C-Endothelial"	"H3f3a"
9.04609790427293e-176	0.328294735720604	0.862	0.803	3.00122390170063e-171	"C-Endothelial"	"Myl12b"
1.18757896377887e-175	0.418331846477941	0.73	0.519	3.94003072812915e-171	"C-Endothelial"	"Srarp"
4.22109745754776e-175	0.50619316214669	0.577	0.41	1.40043350349062e-170	"C-Endothelial"	"Nkd1"
7.89805600190684e-175	0.490131041805973	0.68	0.554	2.62033803975263e-170	"C-Endothelial"	"Kdr"
2.61422902516286e-172	0.703544332696187	0.499	0.347	8.67322763678281e-168	"C-Endothelial"	"Ivns1abp"
7.70625062806718e-171	0.461054910960222	0.641	0.504	2.55670277087385e-166	"C-Endothelial"	"Tmem204"
7.86547102747025e-170	0.468309524388461	0.656	0.511	2.60952732278381e-165	"C-Endothelial"	"Gstm1"
9.74644453564651e-170	0.358616916826205	0.806	0.747	3.23357790359144e-165	"C-Endothelial"	"Bnip3l"
1.28930546894377e-160	0.44659057570305	0.624	0.485	4.27752875431476e-156	"C-Endothelial"	"Lef1"
6.67617639728417e-158	0.503147050199059	0.853	0.814	2.21495504332697e-153	"C-Endothelial"	"Hspa1a"
1.41252092878305e-156	0.394654929202277	0.672	0.525	4.68632068542353e-152	"C-Endothelial"	"Fry"
1.4056204536913e-155	0.529798830007519	0.85	0.831	4.66342697921161e-151	"C-Endothelial"	"Dusp1"
4.04710785038509e-155	0.471366232832959	0.494	0.326	1.34270897152226e-150	"C-Endothelial"	"Tdrp"
1.32450349282428e-154	0.305563113167057	0.856	0.722	4.39430523814311e-150	"C-Endothelial"	"Adgrf5"
1.53539872298973e-153	0.264325829780331	0.893	0.784	5.09399234326303e-149	"C-Endothelial"	"Epas1"
2.31399517127624e-150	0.362317327490201	0.754	0.611	7.67714177974317e-146	"C-Endothelial"	"Cyyr1"
1.04435660860519e-149	0.281554120229987	0.892	0.787	3.46486192036944e-145	"C-Endothelial"	"Srgn"
1.07964206751163e-146	0.315916857401323	0.943	0.886	3.58192848738333e-142	"C-Endothelial"	"Id3"
9.84972328262332e-146	0.425183400698115	0.614	0.475	3.26784269347594e-141	"C-Endothelial"	"Tek"
6.46538601520484e-143	0.397933860057939	0.827	0.841	2.14502111826451e-138	"C-Endothelial"	"Dnaja1"
6.46596588692407e-142	0.406030259056615	0.717	0.621	2.1452135023048e-137	"C-Endothelial"	"Rgcc"
3.22466933461063e-141	0.479073837189149	0.53	0.389	1.06984854514377e-136	"C-Endothelial"	"St8sia4"
4.56897455650143e-141	0.526833555794017	0.802	0.73	1.51584868861048e-136	"C-Endothelial"	"Klf4"
8.6692551129188e-141	0.45029185951309	0.589	0.448	2.87619876881307e-136	"C-Endothelial"	"Isyna1"
1.93613841450875e-140	0.400490479532593	0.646	0.519	6.42352641781567e-136	"C-Endothelial"	"Pcmtd1"
2.62751898493065e-140	0.54571364335526	0.352	0.181	8.71731973630443e-136	"C-Endothelial"	"Ndnf"
7.86910829037151e-139	0.545835164212025	0.515	0.374	2.61073405749656e-134	"C-Endothelial"	"Slc16a1"
8.62062309547234e-139	0.39571386737845	0.669	0.549	2.86006412438486e-134	"C-Endothelial"	"Grap"
3.28546750506138e-137	0.469732381661203	0.596	0.485	1.09001955415421e-132	"C-Endothelial"	"Nrp1"
6.04020253998885e-137	0.435191544919908	0.515	0.364	2.0039579966921e-132	"C-Endothelial"	"Slc16a2"
6.93579500817001e-136	0.466478453419683	0.484	0.342	2.30108870986056e-131	"C-Endothelial"	"Elovl7"
2.49620537458326e-135	0.442525112333857	0.511	0.364	8.28166057125488e-131	"C-Endothelial"	"Ushbp1"
5.86389458238991e-134	0.359173406616626	0.725	0.617	1.9454643055995e-129	"C-Endothelial"	"Gimap6"
2.00527640428698e-133	0.295577566753835	0.871	0.778	6.65290552650292e-129	"C-Endothelial"	"Emcn"
2.91528499377502e-133	0.371328215161716	0.622	0.474	9.67204102384737e-129	"C-Endothelial"	"Stmn1"
2.09626040552487e-132	0.394469730253904	0.701	0.601	6.95476314740987e-128	"C-Endothelial"	"Cav2"
3.71210705280078e-131	0.375934132431738	0.692	0.614	1.23156575690772e-126	"C-Endothelial"	"Mpzl1"
1.46565546021424e-130	0.423329157737394	0.486	0.337	4.8626051203528e-126	"C-Endothelial"	"Slco2b1"
1.99578329385596e-130	0.416016160817684	0.671	0.561	6.62141023402591e-126	"C-Endothelial"	"Tshz2"
2.7196006090493e-127	0.440306864673858	0.416	0.264	9.02281894064288e-123	"C-Endothelial"	"Slc39a8"
2.04039008045335e-124	0.443793991499541	0.429	0.275	6.76940216992006e-120	"C-Endothelial"	"Polk"
6.28506044283633e-122	0.422396183282972	0.482	0.347	2.08519450311981e-117	"C-Endothelial"	"Osbpl1a"
1.52805661963e-121	0.425903781826957	0.494	0.356	5.06963344694646e-117	"C-Endothelial"	"Mcf2l"
3.46311911628147e-119	0.426155927904087	0.387	0.24	1.1489590292087e-114	"C-Endothelial"	"Grb14"
9.77309427311028e-119	0.370436769792803	0.658	0.575	3.2424194869898e-114	"C-Endothelial"	"4931406P16Rik"
1.36728904040224e-118	0.311106453199816	0.811	0.803	4.5362548493425e-114	"C-Endothelial"	"Ctnnb1"
1.03799980311681e-117	0.350701170060754	0.651	0.549	3.44377194680064e-113	"C-Endothelial"	"Jam2"
6.31280427023287e-117	0.410890518809221	0.294	0.147	2.09439907273516e-112	"C-Endothelial"	"Lrrn3"
7.63945408188988e-116	0.386366401718328	0.619	0.509	2.53454168074861e-111	"C-Endothelial"	"Ltbp4"
5.59067061924984e-115	0.388446583719052	0.633	0.52	1.85481679134852e-110	"C-Endothelial"	"Clec2d"
3.6166285380994e-114	0.41612505386353	0.595	0.508	1.19988885008524e-109	"C-Endothelial"	"Il10rb"
1.21889740763956e-113	0.413335636160948	0.258	0.117	4.04393592932577e-109	"C-Endothelial"	"Car5a"
3.07787536227577e-112	0.424647223222444	0.481	0.352	1.02114670894223e-107	"C-Endothelial"	"Col4a3bp"
1.92438480510699e-111	0.289296342281808	0.802	0.786	6.38453146790345e-107	"C-Endothelial"	"Aplp2"
2.47940994133269e-110	0.385264345319739	0.409	0.264	8.22593836235948e-106	"C-Endothelial"	"Nxpe4"
4.05001558986188e-110	0.32810354343429	0.732	0.699	1.34367367224848e-105	"C-Endothelial"	"Sypl"
1.85725630811753e-109	0.406745379367615	0.51	0.386	6.16181925344152e-105	"C-Endothelial"	"Clic5"
5.0002215312893e-108	0.424652256910559	0.572	0.48	1.65892349743585e-103	"C-Endothelial"	"Ccdc85b"
1.01793419827875e-107	0.361713413074862	0.579	0.455	3.37720028962942e-103	"C-Endothelial"	"Slc1a1"
1.2359152655467e-106	0.400127939532082	0.506	0.388	4.10039607650428e-102	"C-Endothelial"	"B4galt4"
5.41699106795285e-104	0.320321981354412	0.737	0.633	1.79719512661472e-99	"C-Endothelial"	"Lsr"
5.33280577118954e-101	0.39954313005397	0.361	0.227	1.76926497070755e-96	"C-Endothelial"	"Palm"
2.80726695265941e-99	0.408035239085159	0.573	0.481	9.31366956883812e-95	"C-Endothelial"	"Nampt"
1.63144096615771e-98	0.364790800521009	0.327	0.188	5.41263169342145e-94	"C-Endothelial"	"Gstm7"
8.80498170523527e-98	0.261601289425139	0.951	0.958	2.92122878034591e-93	"C-Endothelial"	"Ubc"
7.41006942195254e-97	0.388727711685591	0.433	0.306	2.4584387321212e-92	"C-Endothelial"	"Atp10a"
2.88382521594396e-96	0.307527389617933	0.834	0.742	9.56766691893729e-92	"C-Endothelial"	"Fn1"
5.95454585114787e-95	0.344919466576218	0.633	0.549	1.97553967703533e-90	"C-Endothelial"	"Afap1l1"
6.00244029584462e-95	0.389766553468169	0.45	0.322	1.99142961695237e-90	"C-Endothelial"	"Pik3ip1"
1.90899844823626e-94	0.410252073461478	0.492	0.368	6.33348415171346e-90	"C-Endothelial"	"AU021092"
2.92397460988441e-94	0.314805634953809	0.282	0.15	9.70087056321352e-90	"C-Endothelial"	"Slc19a3"
4.40387393397012e-94	0.389144204051828	0.572	0.479	1.46107325507327e-89	"C-Endothelial"	"Lims2"
1.24258996239863e-93	0.449560887233167	0.53	0.419	4.12254071824994e-89	"C-Endothelial"	"Slfn5"
1.73780717626697e-93	0.330505039545647	0.629	0.54	5.76552286870094e-89	"C-Endothelial"	"Sorbs2"
2.93558872436228e-93	0.338044965513643	0.575	0.477	9.73940271081672e-89	"C-Endothelial"	"Mtus1"
1.51263038965117e-91	0.372030185147976	0.51	0.404	5.0184538437457e-87	"C-Endothelial"	"C130074G19Rik"
4.19568043276054e-91	0.353256155345746	0.491	0.361	1.39200089717696e-86	"C-Endothelial"	"Fam13c"
4.35098936527147e-91	0.383531679323606	0.424	0.303	1.44352774171612e-86	"C-Endothelial"	"Tiam1"
4.82971700795231e-91	0.343126447357754	0.677	0.647	1.60235521172834e-86	"C-Endothelial"	"Hprt"
7.80448091062357e-91	0.294566718431698	0.774	0.762	2.58929263171758e-86	"C-Endothelial"	"Zfp36l1"
1.43551640523219e-89	0.35733296908139	0.688	0.644	4.76261277763884e-85	"C-Endothelial"	"Dusp3"
1.86180602684723e-89	0.357528263935372	0.323	0.199	6.17691385527106e-85	"C-Endothelial"	"Tmtc2"
1.41557652832832e-88	0.368729399717658	0.542	0.437	4.69645824803487e-84	"C-Endothelial"	"Cd59a"
4.19945582670596e-88	0.359780150764748	0.575	0.488	1.39325345962624e-83	"C-Endothelial"	"Fli1"
6.1482819923706e-86	0.360535710021662	0.553	0.45	2.03981551660879e-81	"C-Endothelial"	"Fas"
2.8619152508944e-84	0.355413964970957	0.485	0.374	9.49497622789233e-80	"C-Endothelial"	"H2-T23"
3.47489919232183e-83	0.311038961200288	0.67	0.61	1.15286730503661e-78	"C-Endothelial"	"Utrn"
1.69188498646436e-82	0.647384747922677	0.648	0.604	5.6131668195928e-78	"C-Endothelial"	"Hspa1b"
2.5115209938872e-82	0.36338077159862	0.317	0.199	8.33247320141957e-78	"C-Endothelial"	"Lrp8"
4.55128339067579e-82	0.365071563346967	0.534	0.449	1.50997929052451e-77	"C-Endothelial"	"Mindy1"
4.65244904099453e-82	0.44125613257743	0.776	0.768	1.54354301833076e-77	"C-Endothelial"	"Btg2"
8.53015299272889e-82	0.37949636277427	0.437	0.325	2.83004885839766e-77	"C-Endothelial"	"Car2"
1.22518192692335e-81	0.457590519258059	0.347	0.219	4.06478607895361e-77	"C-Endothelial"	"Apcdd1"
1.18045813384966e-78	0.91588378041816	0.348	0.226	3.916405950673e-74	"C-Endothelial"	"Scgb3a1"
2.95214442279414e-78	0.299427826968315	0.682	0.634	9.79432955150412e-74	"C-Endothelial"	"Tjp1"
8.64692717121507e-78	0.41989299067077	0.496	0.415	2.86879102759402e-73	"C-Endothelial"	"Tob1"
7.06352817337109e-77	0.379149316347824	0.519	0.434	2.34346674207933e-72	"C-Endothelial"	"Rflnb"
1.06038719473004e-76	0.274162564575419	0.715	0.676	3.51804659595587e-72	"C-Endothelial"	"Aldh2"
2.3814736553515e-76	0.321238388651121	0.586	0.511	7.90101514635968e-72	"C-Endothelial"	"Slc30a1"
7.85806206765813e-75	0.291434627587375	0.685	0.624	2.60706925218694e-70	"C-Endothelial"	"Kitl"
2.1658640822245e-74	0.339642313795276	0.752	0.748	7.18568726559624e-70	"C-Endothelial"	"Rhob"
3.02497895325682e-74	0.457483444261661	0.785	0.794	1.00359726732201e-69	"C-Endothelial"	"Jund"
9.07030746764511e-74	0.337134412552246	0.535	0.463	3.00925590854062e-69	"C-Endothelial"	"Gpd2"
5.82592500427896e-73	0.293887695931186	0.644	0.563	1.93286713866963e-68	"C-Endothelial"	"Alas1"
1.77006746067339e-72	0.379781286483499	0.536	0.476	5.8725528142761e-68	"C-Endothelial"	"Esyt2"
2.05067066060278e-72	0.352208697217642	0.419	0.319	6.80351005068184e-68	"C-Endothelial"	"Dnm3"
3.08993223444967e-72	0.265341673598052	0.749	0.714	1.02514681742337e-67	"C-Endothelial"	"Ctsh"
4.83178428909574e-72	0.312639583355048	0.361	0.248	1.60304107359329e-67	"C-Endothelial"	"Efr3b"
9.30449657870141e-72	0.312835275245917	0.534	0.424	3.08695282991577e-67	"C-Endothelial"	"Sox17"
4.73237351449585e-71	0.337429486366932	0.391	0.281	1.57005956090429e-66	"C-Endothelial"	"Tbc1d4"
8.16239420284717e-70	0.324064735201829	0.339	0.23	2.70803752467861e-65	"C-Endothelial"	"Paqr7"
9.83670762467004e-70	0.342558664917636	0.509	0.406	3.26352448863678e-65	"C-Endothelial"	"Sox18"
3.50484153914532e-69	0.348729588113172	0.617	0.596	1.16280127744224e-64	"C-Endothelial"	"Clk1"
4.45052048990652e-69	0.336125386821896	0.433	0.334	1.47654918293629e-64	"C-Endothelial"	"Plcb1"
5.37701809438151e-69	0.281070196159539	0.726	0.715	1.78393329317296e-64	"C-Endothelial"	"Qk"
9.75835832116125e-69	0.351952447441213	0.434	0.352	3.23753054021167e-64	"C-Endothelial"	"Srgap2"
4.75732601143958e-68	0.319036509460145	0.504	0.412	1.57833805081531e-63	"C-Endothelial"	"Eogt"
2.38626606376803e-67	0.312602353214076	0.54	0.466	7.9169149197632e-63	"C-Endothelial"	"Tie1"
3.79700203208292e-67	0.263234462328674	0.212	0.11	1.25973136418415e-62	"C-Endothelial"	"Notum"
2.08976867141919e-66	0.264839997923024	0.707	0.64	6.93322552116744e-62	"C-Endothelial"	"Itga6"
2.93404005040478e-66	0.380207096211036	0.348	0.243	9.73426467522794e-62	"C-Endothelial"	"Ttyh2"
2.36594003926352e-65	0.326787758419409	0.335	0.233	7.84947926826457e-61	"C-Endothelial"	"Zic3"
8.76261314146603e-65	0.347288961563554	0.462	0.386	2.90717216194418e-60	"C-Endothelial"	"Cnot6l"
3.90667206152947e-64	0.299944131938906	0.477	0.383	1.29611658985363e-59	"C-Endothelial"	"Smpdl3a"
8.64876354256044e-64	0.314713526620058	0.438	0.34	2.86940028051528e-59	"C-Endothelial"	"Limch1"
1.31986461885318e-63	0.273845633241491	0.544	0.45	4.37891484596921e-59	"C-Endothelial"	"Nebl"
1.67143413161037e-63	0.326901223557101	0.488	0.407	5.54531701844373e-59	"C-Endothelial"	"St6galnac2"
2.09253904603115e-62	0.299862267933077	0.33	0.232	6.94241679301754e-58	"C-Endothelial"	"Rhobtb1"
6.77459998668033e-62	0.334517257399056	0.579	0.481	2.24760903758093e-57	"C-Endothelial"	"Grrp1"
1.28944035521682e-61	0.298969536108103	0.516	0.434	4.27797626650284e-57	"C-Endothelial"	"Gimap1"
2.12419101139037e-61	0.300863263079777	0.308	0.211	7.04742851848983e-57	"C-Endothelial"	"Tbc1d14"
3.91083485501961e-61	0.313530644505976	0.51	0.435	1.29749767984986e-56	"C-Endothelial"	"Aqp11"
2.36195860509384e-60	0.360864024274701	0.786	0.799	7.83627006411985e-56	"C-Endothelial"	"Ier2"
9.8675097301466e-60	0.339993322410384	0.36	0.259	3.27374370317074e-55	"C-Endothelial"	"Xdh"
9.76826164107101e-59	0.321808261334698	0.471	0.399	3.24081616465813e-54	"C-Endothelial"	"Hip1"
3.86995556780931e-56	0.273122192235685	0.682	0.649	1.2839351587321e-51	"C-Endothelial"	"Rtl8a"
5.47379775487517e-56	0.272172484635891	0.668	0.659	1.81604188113493e-51	"C-Endothelial"	"Foxp1"
7.16056510618804e-56	0.279664056739595	0.598	0.576	2.37566068528001e-51	"C-Endothelial"	"Ubl3"
7.33614921756263e-56	0.258035539281038	0.642	0.592	2.43391422591075e-51	"C-Endothelial"	"Csrp2"
1.16312895730875e-55	0.284400254274586	0.378	0.285	3.85891294166324e-51	"C-Endothelial"	"Rnf144b"
3.76702418917881e-55	0.268474053636717	0.665	0.641	1.24978561524385e-50	"C-Endothelial"	"Arl2bp"
9.44392724182055e-55	0.281434963252683	0.675	0.608	3.1332117410188e-50	"C-Endothelial"	"Ucp2"
1.04039762203405e-54	0.324893476840146	0.539	0.505	3.45172719062236e-50	"C-Endothelial"	"Pop5"
1.09614067541337e-54	0.316185465748746	0.541	0.502	3.63666591881893e-50	"C-Endothelial"	"Grcc10"
9.20669446672626e-54	0.273461030563471	0.302	0.211	3.05450502322577e-49	"C-Endothelial"	"Cyp2d22"
3.96748171983164e-53	0.295860942069874	0.496	0.439	1.31629141018854e-48	"C-Endothelial"	"Klhl5"
4.20460336775132e-53	0.311009940666958	0.465	0.398	1.39496125931886e-48	"C-Endothelial"	"Scarb1"
5.04467825787287e-53	0.25640610710905	0.696	0.69	1.67367290561448e-48	"C-Endothelial"	"Anp32a"
8.05350983489124e-53	0.296357292721982	0.32	0.232	2.67191295792187e-48	"C-Endothelial"	"Map3k1"
8.41999953912982e-53	0.277878615359922	0.335	0.243	2.7935032470971e-48	"C-Endothelial"	"Sema6a"
9.90303727347741e-53	0.301961599560824	0.389	0.305	3.2855306762216e-48	"C-Endothelial"	"Sp100"
1.44994696760157e-52	0.309925826319035	0.517	0.446	4.81048905441172e-48	"C-Endothelial"	"Fnbp1l"
1.91620448278602e-52	0.301337737402488	0.332	0.247	6.35739161253917e-48	"C-Endothelial"	"Fut8"
1.03353146958855e-51	0.283568850909199	0.378	0.294	3.42894735665394e-47	"C-Endothelial"	"Abcc4"
2.90936101196139e-51	0.303460550520632	0.362	0.28	9.65238702938431e-47	"C-Endothelial"	"Arl4d"
3.44272778108063e-51	0.275525260114919	0.339	0.244	1.14219379592912e-46	"C-Endothelial"	"Gbp3"
6.22239753593134e-51	0.296683579389196	0.352	0.267	2.06440483049594e-46	"C-Endothelial"	"Ccdc85a"
6.75638222909396e-51	0.294722958161793	0.519	0.462	2.2415649321465e-46	"C-Endothelial"	"Cd2ap"
8.94919438742008e-51	0.328359516199862	0.448	0.387	2.96907422191436e-46	"C-Endothelial"	"Ifnar1"
9.69331262213582e-51	0.283318432089311	0.56	0.525	3.215950328646e-46	"C-Endothelial"	"Golim4"
5.12319049677861e-50	0.358699890535406	0.481	0.423	1.69972091111624e-45	"C-Endothelial"	"Rapgef4"
6.0799453977446e-50	0.301187208186735	0.34	0.257	2.01714348460973e-45	"C-Endothelial"	"Proser2"
4.12992321060733e-49	0.303073390678267	0.456	0.392	1.37018462358319e-44	"C-Endothelial"	"Gch1"
4.45948480170711e-49	0.25488694023215	0.657	0.65	1.47952327266237e-44	"C-Endothelial"	"Sptssa"
2.87997090478871e-48	0.304838508477646	0.374	0.3	9.55487947081752e-44	"C-Endothelial"	"Atp8a1"
4.01416557965024e-48	0.282336330757482	0.385	0.304	1.33177971436056e-43	"C-Endothelial"	"Gbp7"
2.85094393782079e-47	0.311268812127932	0.319	0.237	9.45857670250805e-43	"C-Endothelial"	"Tmcc3"
4.49374509656281e-47	0.267308902222525	0.542	0.504	1.49088981068664e-42	"C-Endothelial"	"Tspan5"
5.10314036200664e-47	0.276272502837942	0.334	0.247	1.69306887790294e-42	"C-Endothelial"	"Serpinb6b"
9.54205274033034e-47	0.288274824127356	0.264	0.183	3.1657668376594e-42	"C-Endothelial"	"Layn"
1.5042705239478e-46	0.303437324361926	0.358	0.285	4.99071831730161e-42	"C-Endothelial"	"Stx3"
3.4079144967579e-46	0.286288228093503	0.472	0.41	1.13064379258937e-41	"C-Endothelial"	"Ttll7"
3.75304516047742e-45	0.284948210648703	0.606	0.554	1.24514779289159e-40	"C-Endothelial"	"Pim3"
4.18299048897462e-45	0.250374194221615	0.652	0.651	1.38779075452711e-40	"C-Endothelial"	"Nfib"
8.65205359742532e-45	0.271228040516618	0.362	0.284	2.8704918220178e-40	"C-Endothelial"	"Tnfrsf19"
2.53565569005123e-44	0.286910042127817	0.399	0.325	8.41254488288298e-40	"C-Endothelial"	"Clec14a"
2.83377454820511e-44	0.250179693574289	0.607	0.585	9.4016138185801e-40	"C-Endothelial"	"Klf13"
4.1368608528687e-44	0.264326934253962	0.805	0.791	1.37248632515625e-39	"C-Endothelial"	"Ier3"
7.08358921479941e-44	0.295138096001375	0.857	0.857	2.350122393794e-39	"C-Endothelial"	"Fos"
6.00664815825624e-43	0.299552699869724	0.372	0.3	1.99282565946467e-38	"C-Endothelial"	"Arap2"
8.35756096401478e-43	0.281675886127501	0.46	0.41	2.77278800103118e-38	"C-Endothelial"	"Impdh1"
9.47299241568314e-41	0.259635622226017	0.619	0.619	3.1428546937512e-36	"C-Endothelial"	"Sptan1"
5.04331391883272e-40	0.272975758817442	0.345	0.271	1.67322025885113e-35	"C-Endothelial"	"Ppp1r16b"
1.41889128352464e-39	0.252528224969035	0.368	0.293	4.70745561134971e-35	"C-Endothelial"	"Tpd52l1"
4.3208826647098e-39	0.261089504673049	0.86	0.891	1.43353924167077e-34	"C-Endothelial"	"Junb"
8.6032116669221e-39	0.289748676409504	0.424	0.367	2.85428753473474e-34	"C-Endothelial"	"Smarca2"
